game_uid,pair,starter,winner,end_reason,plies_total,opening,time_p1,time_p2,moves_p1,moves_p2,branch_sum_p1,branch_sum_p2,forced_p1,forced_p2,missed_win_p1,missed_win_p2,gave_opp_win_p1,gave_opp_win_p2
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed9200001__Astart,,A,A,victory,9,"1,2,CIRCLE | 2,1,TRIANGLE | 0,1,SQUARE | 0,0,CIRCLE",3.566001,10.347944,5,4,191,133,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed9200002__Bstart,,B,B,victory,11,"3,0,CIRCLE | 1,1,CIRCLE | 2,2,DIAMOND | 1,2,CIRCLE",4.313503,7.375040,5,6,138,209,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed1010003__Astart,,A,B,victory,8,"1,2,CIRCLE | 1,1,DIAMOND | 2,1,CIRCLE | 3,0,TRIANGLE",3.905721,9.160963,4,4,152,144,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed1010004__Bstart,,B,B,victory,11,"2,2,SQUARE | 1,1,CIRCLE | 1,3,TRIANGLE | 0,3,SQUARE",4.598376,7.181346,5,6,145,198,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed2020003__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,TRIANGLE | 0,2,SQUARE | 3,0,SQUARE",3.603489,11.487368,5,4,192,135,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed2020004__Bstart,,B,B,victory,9,"1,2,DIAMOND | 1,1,CIRCLE | 2,1,TRIANGLE | 2,2,SQUARE",3.875001,6.176721,4,5,133,197,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed3030003__Astart,,A,A,victory,7,"1,2,CIRCLE | 2,1,TRIANGLE | 0,1,SQUARE | 3,3,SQUARE",3.511612,10.341606,4,3,173,118,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed3030004__Bstart,,B,B,victory,9,"3,3,TRIANGLE | 1,1,CIRCLE | 2,1,DIAMOND | 0,2,SQUARE",3.770694,5.526942,4,5,136,198,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed4040003__Astart,,A,B,no_move,8,"1,2,CIRCLE | 1,1,TRIANGLE | 2,1,SQUARE | 3,0,DIAMOND",4.320035,10.473862,4,4,166,139,0,0,0,0,0,0
AlphaBeta+MCTS+__vs__Génétique+__seed1010001__Astart,,A,A,victory,11,"1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE | 1,2,TRIANGLE",3.627161,4.600133,6,5,212,142,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique+__seed1010002__Bstart,,B,A,victory,10,"1,1,CIRCLE | 1,2,SQUARE | 3,0,TRIANGLE | 2,3,DIAMOND",2.738777,4.661652,5,5,147,176,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique+__seed2020001__Astart,,A,A,victory,11,"1,2,CIRCLE | 2,0,SQUARE | 2,1,TRIANGLE | 1,3,SQUARE",3.454130,4.120999,6,5,187,137,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique+__seed2020002__Bstart,,B,A,victory,10,"1,1,SQUARE | 1,2,CIRCLE | 2,1,SQUARE | 2,2,TRIANGLE",2.552280,4.537205,5,5,145,168,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique+__seed3030001__Astart,,A,A,victory,9,"1,1,CIRCLE | 0,3,SQUARE | 2,0,SQUARE | 3,2,DIAMOND",3.548888,4.026251,5,4,189,135,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique+__seed3030002__Bstart,,B,B,victory,11,"3,1,CIRCLE | 1,2,CIRCLE | 0,0,SQUARE | 2,1,SQUARE",4.200574,4.875157,5,6,136,194,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique+__seed4040001__Astart,,A,A,victory,11,"1,1,CIRCLE | 3,2,TRIANGLE | 2,2,SQUARE | 0,3,DIAMOND",3.997832,4.294671,6,5,182,133,1,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique+__seed4040002__Bstart,,B,A,victory,10,"1,2,SQUARE | 2,1,CIRCLE | 3,3,TRIANGLE | 0,0,SQUARE",3.047939,5.028349,5,5,150,171,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique+__seed5050001__Astart,,A,A,victory,9,"1,2,CIRCLE | 3,3,SQUARE | 0,0,SQUARE | 2,1,TRIANGLE",3.663989,3.905160,5,4,187,138,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique+__seed5050002__Bstart,,B,A,victory,10,"1,1,SQUARE | 2,1,CIRCLE | 0,2,TRIANGLE | 0,3,SQUARE",2.735570,4.763121,5,5,144,192,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique+__seed6060001__Astart,,A,A,victory,9,"1,2,CIRCLE | 3,0,DIAMOND | 0,0,SQUARE | 2,2,TRIANGLE",3.582069,3.967674,5,4,181,136,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique+__seed6060002__Bstart,,B,A,victory,10,"2,1,CIRCLE | 1,2,CIRCLE | 0,0,TRIANGLE | 0,1,SQUARE",2.977963,4.562242,5,5,132,180,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique+__seed7070001__Astart,,A,A,victory,11,"1,2,CIRCLE | 0,0,TRIANGLE | 0,1,SQUARE | 2,2,TRIANGLE",3.228163,3.865232,6,5,177,134,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique+__seed7070002__Bstart,,B,B,victory,7,"3,1,CIRCLE | 1,2,CIRCLE | 1,0,DIAMOND | 2,1,DIAMOND",3.286837,3.893647,3,4,118,178,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique+__seed8080001__Astart,,A,A,victory,9,"1,1,CIRCLE | 3,0,SQUARE | 0,2,SQUARE | 3,3,TRIANGLE",3.715967,3.873581,5,4,190,138,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique+__seed8080002__Bstart,,B,A,victory,10,"0,3,TRIANGLE | 2,1,CIRCLE | 1,1,SQUARE | 3,2,DIAMOND",3.016475,4.599719,5,5,148,171,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique+__seed9090001__Astart,,A,A,victory,9,"1,2,CIRCLE | 2,1,DIAMOND | 0,1,SQUARE | 1,3,DIAMOND",3.230985,3.622329,5,4,175,119,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique+__seed9090002__Bstart,,B,A,victory,8,"1,2,TRIANGLE | 1,1,CIRCLE | 0,0,SQUARE | 0,3,DIAMOND",2.934222,4.251532,4,4,142,169,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique+__seed1120001__Astart,,A,A,victory,9,"1,2,CIRCLE | 2,1,DIAMOND | 0,1,SQUARE | 0,0,TRIANGLE",3.584012,4.121125,5,4,188,133,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique+__seed1120002__Bstart,,B,A,no_move,8,"2,1,DIAMOND | 1,1,CIRCLE | 0,0,TRIANGLE | 3,0,SQUARE",2.933338,4.261830,4,4,131,169,0,0,0,0,0,0
AlphaBeta+MCTS+__vs__Génétique+__seed2130001__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE | 3,2,TRIANGLE",3.511668,2.995592,4,3,177,118,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__MCTS+__seed1010001__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,0,DIAMOND | 2,2,SQUARE | 0,1,TRIANGLE",3.941087,4.800376,5,4,187,129,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__MCTS+__seed1010002__Bstart,,B,B,victory,13,"0,0,DIAMOND | 1,1,CIRCLE | 3,1,SQUARE | 2,2,TRIANGLE",4.412074,7.200724,6,7,138,208,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__MCTS+__seed2020001__Astart,,A,A,victory,9,"1,2,CIRCLE | 3,0,DIAMOND | 0,0,SQUARE | 2,3,TRIANGLE",3.709472,4.800542,5,4,189,139,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__MCTS+__seed2020002__Bstart,,B,B,victory,13,"2,0,SQUARE | 1,1,CIRCLE | 3,3,TRIANGLE | 2,2,DIAMOND",4.805529,7.200966,6,7,136,206,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__MCTS+__seed3030001__Astart,,A,A,victory,9,"1,1,CIRCLE | 3,3,SQUARE | 0,2,SQUARE | 2,0,TRIANGLE",3.544740,4.800357,5,4,186,135,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__MCTS+__seed3030002__Bstart,,B,B,no_move,11,"2,0,DIAMOND | 1,1,CIRCLE | 3,3,TRIANGLE | 2,2,SQUARE",3.739136,7.200635,5,6,130,176,1,0,0,0,0,0
AlphaBeta+MCTS+__vs__MCTS+__seed4040001__Astart,,A,B,victory,8,"1,1,CIRCLE | 1,3,DIAMOND | 2,2,SQUARE | 0,0,SQUARE",4.296487,3.600486,4,4,164,147,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__MCTS+__seed4040002__Bstart,,B,B,victory,13,"3,2,TRIANGLE | 1,2,CIRCLE | 0,3,SQUARE | 2,1,DIAMOND",4.393186,7.200646,6,7,139,206,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__MCTS+__seed5050001__Astart,,A,A,victory,9,"1,2,CIRCLE | 2,1,TRIANGLE | 0,1,SQUARE | 3,3,DIAMOND",3.640363,4.800448,5,4,190,140,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__MCTS+__seed5050002__Bstart,,B,B,victory,9,"3,1,DIAMOND | 1,1,CIRCLE | 2,2,TRIANGLE | 0,2,SQUARE",4.053407,4.800789,4,5,131,192,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__MCTS+__seed6060001__Astart,,A,A,victory,11,"1,2,CIRCLE | 0,0,SQUARE | 2,3,SQUARE | 3,1,TRIANGLE",3.622242,6.000612,6,5,190,145,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__MCTS+__seed6060002__Bstart,,B,B,no_move,13,"2,0,TRIANGLE | 1,2,CIRCLE | 0,1,DIAMOND | 0,0,SQUARE",3.992391,8.400807,6,7,134,203,1,1,0,0,0,0
AlphaBeta+MCTS+__vs__MCTS+__seed7070001__Astart,,A,A,victory,11,"1,2,CIRCLE | 3,1,TRIANGLE | 2,1,SQUARE | 0,0,DIAMOND",3.995421,6.000367,6,5,182,133,1,0,0,0,0,1
AlphaBeta+MCTS+__vs__MCTS+__seed7070002__Bstart,,B,B,victory,9,"2,0,DIAMOND | 1,2,CIRCLE | 3,3,SQUARE | 2,1,TRIANGLE",3.549014,4.800501,4,5,129,169,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__MCTS+__seed8080001__Astart,,A,A,victory,9,"1,1,CIRCLE | 0,3,TRIANGLE | 0,2,SQUARE | 1,0,DIAMOND",3.959903,4.800571,5,4,186,128,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__MCTS+__seed8080002__Bstart,,B,B,victory,13,"2,2,DIAMOND | 1,2,CIRCLE | 0,3,SQUARE | 3,1,TRIANGLE",4.000595,7.205524,6,7,138,203,1,0,0,0,1,0
AlphaBeta+MCTS+__vs__MCTS+__seed9090001__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE | 3,0,CIRCLE",3.636870,4.811990,5,4,188,136,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__MCTS+__seed9090002__Bstart,,B,B,no_move,9,"0,0,TRIANGLE | 1,1,CIRCLE | 3,1,SQUARE | 2,2,DIAMOND",3.593768,6.000549,4,5,130,173,0,0,0,0,0,0
AlphaBeta+MCTS+__vs__MCTS+__seed1120001__Astart,,A,A,victory,9,"1,2,CIRCLE | 2,1,SQUARE | 0,0,SQUARE | 3,3,TRIANGLE",3.584500,4.800594,5,4,188,136,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__MCTS+__seed1120002__Bstart,,B,B,victory,9,"0,2,CIRCLE | 2,1,CIRCLE | 3,3,DIAMOND | 1,2,DIAMOND",3.925785,4.800701,4,5,132,192,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__MCTS+__seed2130001__Astart,,A,A,victory,9,"1,1,CIRCLE | 3,0,TRIANGLE | 2,0,SQUARE | 0,1,DIAMOND",3.988662,4.800384,5,4,186,127,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__MCTS+__seed2130002__Bstart,,B,B,victory,9,"0,2,CIRCLE | 1,1,CIRCLE | 3,3,SQUARE | 2,0,SQUARE",4.061915,4.800693,4,5,131,182,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__MCTS+__seed3140001__Astart,,A,B,victory,10,"1,2,CIRCLE | 3,0,CIRCLE | 2,1,SQUARE | 2,3,DIAMOND",4.741728,4.800649,5,5,173,155,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__MCTS+__seed3140002__Bstart,,B,B,victory,11,"3,2,CIRCLE | 2,1,CIRCLE | 1,3,DIAMOND | 1,1,CIRCLE",4.283187,6.000556,5,6,130,198,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__MCTS+__seed4150001__Astart,,A,A,victory,11,"1,2,CIRCLE | 2,0,SQUARE | 2,1,TRIANGLE | 3,3,DIAMOND",3.944957,6.000389,6,5,184,149,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__MCTS+__seed4150002__Bstart,,B,B,victory,9,"2,2,CIRCLE | 1,1,SQUARE | 0,3,TRIANGLE | 3,0,CIRCLE",3.832913,4.800665,4,5,130,193,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__MCTS+__seed5160001__Astart,,A,A,victory,11,"1,1,CIRCLE | 2,3,CIRCLE | 2,2,SQUARE | 3,0,DIAMOND",4.029649,6.000435,6,5,189,133,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__MCTS+__seed5160002__Bstart,,B,B,victory,9,"1,2,SQUARE | 2,1,CIRCLE | 3,3,TRIANGLE | 0,0,SQUARE",3.830636,4.809890,4,5,130,193,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__MCTS+__seed6170001__Astart,,A,B,victory,10,"1,1,CIRCLE | 3,0,TRIANGLE | 2,0,SQUARE | 0,1,DIAMOND",4.794419,4.800712,5,5,179,142,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__MCTS+__seed6170002__Bstart,,B,B,victory,9,"1,3,TRIANGLE | 2,1,CIRCLE | 3,2,SQUARE | 1,0,SQUARE",4.295099,4.800652,4,5,133,192,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__MCTS+__seed7180001__Astart,,A,B,no_move,10,"1,1,CIRCLE | 3,2,DIAMOND | 2,2,SQUARE | 0,3,TRIANGLE",4.746453,6.000540,5,5,180,135,0,0,0,0,0,0
AlphaBeta+MCTS+__vs__MCTS+__seed7180002__Bstart,,B,B,victory,9,"1,1,CIRCLE | 1,2,SQUARE | 3,3,TRIANGLE | 2,1,DIAMOND",3.814475,4.800435,4,5,129,190,0,0,0,0,1,0
Génétique (éval AB)__vs__Génétique+__seed1010001__Astart,,A,A,victory,9,"3,3,SQUARE | 2,1,TRIANGLE | 1,2,DIAMOND | 3,2,CIRCLE",5.170982,4.037751,5,4,191,134,0,0,0,0,0,1
Génétique (éval AB)__vs__Génétique+__seed1010002__Bstart,,B,A,victory,10,"1,1,CIRCLE | 1,2,SQUARE | 3,3,DIAMOND | 0,0,TRIANGLE",10.914878,5.128203,5,5,146,185,0,0,0,0,0,1
Génétique (éval AB)__vs__Génétique+__seed2020001__Astart,,A,A,victory,11,"1,2,TRIANGLE | 2,1,CIRCLE | 0,1,DIAMOND | 0,0,SQUARE",6.888363,4.156959,6,5,189,153,0,0,0,0,0,1
Génétique (éval AB)__vs__Génétique+__seed2020002__Bstart,,B,A,victory,10,"1,1,SQUARE | 2,1,TRIANGLE | 3,2,SQUARE | 2,2,CIRCLE",8.843501,4.871272,5,5,145,164,0,0,0,0,0,1
Génétique (éval AB)__vs__Génétique+__seed3030001__Astart,,A,A,victory,11,"1,0,DIAMOND | 2,1,TRIANGLE | 0,2,SQUARE | 0,0,CIRCLE",5.552819,4.358637,6,5,193,148,0,0,0,0,0,1
Génétique (éval AB)__vs__Génétique+__seed3030002__Bstart,,B,A,victory,8,"3,1,CIRCLE | 2,2,DIAMOND | 0,0,TRIANGLE | 0,3,CIRCLE",8.777805,4.236336,4,4,138,174,0,0,0,0,0,1
Génétique (éval AB)__vs__Génétique+__seed4040001__Astart,,A,A,victory,9,"1,3,DIAMOND | 2,1,SQUARE | 2,2,CIRCLE | 1,2,SQUARE",5.201948,3.836379,5,4,194,126,0,0,0,0,0,1
Génétique (éval AB)__vs__Génétique+__seed4040002__Bstart,,B,B,victory,9,"1,2,SQUARE | 2,2,CIRCLE | 3,3,DIAMOND | 0,0,TRIANGLE",8.608784,4.700566,4,5,141,174,0,0,0,0,1,0
Génétique (éval AB)__vs__Génétique+__seed5050001__Astart,,A,A,victory,9,"0,1,SQUARE | 1,2,CIRCLE | 2,2,DIAMOND | 2,3,TRIANGLE",7.147761,4.134498,5,4,191,136,0,0,0,0,0,1
Génétique (éval AB)__vs__Génétique+__seed5050002__Bstart,,B,A,victory,10,"1,1,SQUARE | 2,1,DIAMOND | 0,3,TRIANGLE | 3,2,SQUARE",9.451418,5.070650,5,5,150,186,0,0,0,0,0,1
Génétique (éval AB)__vs__Génétique+__seed6060001__Astart,,A,A,victory,11,"0,1,TRIANGLE | 2,1,SQUARE | 1,2,DIAMOND | 3,3,CIRCLE",4.693833,4.363983,6,5,187,141,0,0,0,0,0,1
Génétique (éval AB)__vs__Génétique+__seed6060002__Bstart,,B,A,victory,10,"2,1,CIRCLE | 2,2,SQUARE | 1,2,CIRCLE | 0,3,DIAMOND",9.834275,5.015659,5,5,151,161,0,0,0,0,0,1
Génétique (éval AB)__vs__Génétique+__seed7070001__Astart,,A,A,victory,11,"1,1,TRIANGLE | 0,3,SQUARE | 2,2,CIRCLE | 1,0,DIAMOND",4.985282,4.270860,6,5,182,132,1,0,0,0,0,1
Génétique (éval AB)__vs__Génétique+__seed7070002__Bstart,,B,A,no_move,12,"3,1,CIRCLE | 1,2,SQUARE | 0,2,CIRCLE | 2,3,TRIANGLE",9.241003,5.145447,6,6,145,162,0,0,0,0,0,0
Génétique (éval AB)__vs__Génétique+__seed8080001__Astart,,A,A,victory,11,"0,0,SQUARE | 1,1,TRIANGLE | 2,1,CIRCLE | 2,2,TRIANGLE",4.720266,4.409977,6,5,199,131,0,0,0,0,0,1
Génétique (éval AB)__vs__Génétique+__seed8080002__Bstart,,B,B,victory,9,"0,3,TRIANGLE | 2,1,SQUARE | 2,2,CIRCLE | 3,2,TRIANGLE",8.747002,4.490453,4,5,133,188,0,0,0,0,1,0
Génétique (éval AB)__vs__Génétique+__seed9090001__Astart,,A,A,victory,11,"1,0,SQUARE | 2,1,DIAMOND | 2,2,TRIANGLE | 2,3,DIAMOND",5.731651,4.660751,6,5,203,133,0,0,0,0,0,1
Génétique (éval AB)__vs__Génétique+__seed9090002__Bstart,,B,A,victory,10,"1,2,TRIANGLE | 1,1,CIRCLE | 2,1,DIAMOND | 0,3,SQUARE",8.472183,5.114277,5,5,153,175,0,0,0,0,0,1
Génétique (éval AB)__vs__Génétique+__seed1120001__Astart,,A,A,victory,9,"3,0,SQUARE | 1,1,TRIANGLE | 2,2,DIAMOND | 0,3,CIRCLE",4.833806,4.062256,5,4,191,138,0,0,0,0,0,1
Génétique (éval AB)__vs__Génétique+__seed1120002__Bstart,,B,B,victory,7,"2,1,DIAMOND | 1,2,DIAMOND | 3,3,CIRCLE | 0,1,SQUARE",8.217286,3.960445,3,4,119,174,0,0,0,0,1,0
Génétique (éval AB)__vs__Génétique+__seed2130001__Astart,,A,A,victory,11,"3,1,CIRCLE | 2,2,TRIANGLE | 1,2,DIAMOND | 3,0,SQUARE",6.611596,4.306144,6,5,183,132,1,0,0,0,0,1
Génétique (éval AB)__vs__Génétique+__seed2130002__Bstart,,B,B,victory,9,"2,3,TRIANGLE | 1,1,CIRCLE | 1,2,DIAMOND | 3,0,DIAMOND",8.173345,4.503456,4,5,130,196,0,0,0,0,1,0
Génétique (éval AB)__vs__Génétique+__seed3140001__Astart,,A,A,victory,11,"0,2,TRIANGLE | 1,1,SQUARE | 2,1,DIAMOND | 3,0,CIRCLE",6.240152,4.464198,6,5,189,144,0,0,0,0,0,1
Génétique (éval AB)__vs__Génétique+__seed3140002__Bstart,,B,A,victory,8,"2,2,CIRCLE | 1,1,SQUARE | 0,2,DIAMOND | 0,3,CIRCLE",8.939260,4.395276,4,4,145,174,0,0,0,0,0,1
Génétique (éval AB)__vs__Génétique+__seed4150001__Astart,,A,A,victory,11,"3,0,SQUARE | 1,2,CIRCLE | 2,2,TRIANGLE | 0,3,SQUARE",6.633757,4.465810,6,5,194,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010001__Astart,,A,A,victory,9,"3,3,SQUARE | 0,2,TRIANGLE | 1,2,DIAMOND | 2,3,CIRCLE",3.974832,4.800458,5,4,181,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010002__Bstart,,B,A,victory,10,"0,0,DIAMOND | 2,2,TRIANGLE | 3,1,CIRCLE | 3,0,SQUARE",8.196720,6.000789,5,5,148,185,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020001__Astart,,A,B,victory,12,"1,2,TRIANGLE | 2,0,DIAMOND | 2,1,CIRCLE | 3,3,SQUARE",5.062832,6.000588,6,6,182,134,0,1,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2020002__Bstart,,B,B,victory,9,"2,0,SQUARE | 1,1,CIRCLE | 0,1,DIAMOND | 3,2,TRIANGLE",7.589533,4.800467,4,5,136,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030001__Astart,,A,A,victory,11,"1,0,DIAMOND | 2,0,SQUARE | 2,2,CIRCLE | 0,3,TRIANGLE",5.473108,6.000632,6,5,196,145,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030002__Bstart,,B,B,victory,9,"2,0,DIAMOND | 1,1,TRIANGLE | 3,3,TRIANGLE | 0,3,DIAMOND",7.527992,4.801454,4,5,134,193,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4040001__Astart,,A,B,victory,12,"1,3,DIAMOND | 2,2,DIAMOND | 1,2,TRIANGLE | 0,0,SQUARE",5.517388,6.000428,6,6,189,163,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4040002__Bstart,,B,B,victory,9,"3,2,TRIANGLE | 1,1,CIRCLE | 0,3,DIAMOND | 2,2,DIAMOND",7.743211,4.800605,4,5,131,189,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5050001__Astart,,A,A,victory,9,"0,1,SQUARE | 1,3,TRIANGLE | 2,2,TRIANGLE | 0,0,DIAMOND",4.593266,4.800529,5,4,186,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050002__Bstart,,B,B,victory,9,"3,1,DIAMOND | 1,2,SQUARE | 2,3,CIRCLE | 2,0,TRIANGLE",8.059031,4.800490,4,5,139,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6060001__Astart,,A,A,victory,9,"0,1,TRIANGLE | 0,3,CIRCLE | 2,2,CIRCLE | 3,0,DIAMOND",4.759593,4.800474,5,4,189,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060002__Bstart,,B,A,victory,10,"2,0,TRIANGLE | 1,1,DIAMOND | 3,3,CIRCLE | 2,2,SQUARE",8.011569,6.000701,5,5,146,175,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070001__Astart,,A,A,victory,11,"1,1,TRIANGLE | 3,0,SQUARE | 2,2,DIAMOND | 0,1,DIAMOND",5.227957,6.000429,6,5,192,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070002__Bstart,,B,B,victory,7,"2,0,DIAMOND | 1,1,DIAMOND | 3,2,CIRCLE | 1,3,CIRCLE",7.872400,3.606790,3,4,117,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8080001__Astart,,A,A,victory,9,"0,0,SQUARE | 3,1,TRIANGLE | 2,1,CIRCLE | 1,0,DIAMOND",4.730188,4.800395,5,4,179,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080002__Bstart,,B,B,victory,7,"2,2,DIAMOND | 1,2,SQUARE | 3,1,CIRCLE | 0,1,DIAMOND",7.665557,3.600585,3,4,119,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090001__Astart,,A,A,victory,11,"1,0,SQUARE | 0,2,DIAMOND | 2,2,CIRCLE | 3,3,TRIANGLE",4.684467,6.000516,6,5,184,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090002__Bstart,,B,B,victory,9,"0,0,TRIANGLE | 2,2,DIAMOND | 3,1,CIRCLE | 1,1,SQUARE",7.983738,4.800494,4,5,139,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1120001__Astart,,A,A,victory,11,"3,0,SQUARE | 2,2,CIRCLE | 1,1,DIAMOND | 3,1,TRIANGLE",5.073290,6.002131,6,5,195,148,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120002__Bstart,,B,A,victory,10,"0,2,CIRCLE | 1,1,DIAMOND | 3,0,TRIANGLE | 2,0,CIRCLE",9.844171,6.003815,5,5,145,178,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130001__Astart,,A,A,victory,9,"3,1,CIRCLE | 1,3,SQUARE | 2,2,DIAMOND | 0,0,TRIANGLE",5.880786,4.800536,5,4,191,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130002__Bstart,,B,B,victory,7,"0,2,CIRCLE | 2,1,CIRCLE | 3,3,TRIANGLE | 1,2,TRIANGLE",10.116723,3.600786,3,4,118,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3140001__Astart,,A,A,victory,9,"0,2,TRIANGLE | 2,0,SQUARE | 1,1,SQUARE | 3,3,CIRCLE",4.617630,4.800501,5,4,186,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140002__Bstart,,B,B,victory,9,"3,2,CIRCLE | 1,1,SQUARE | 2,0,DIAMOND | 3,3,TRIANGLE",7.908755,4.800422,4,5,136,171,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4150001__Astart,,A,A,victory,9,"3,0,SQUARE | 1,2,TRIANGLE | 1,1,CIRCLE | 2,3,SQUARE",5.349502,4.807109,5,4,189,139,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150002__Bstart,,B,B,victory,7,"2,2,CIRCLE | 1,1,CIRCLE | 3,0,SQUARE | 0,3,SQUARE",10.318623,3.612913,3,4,117,172,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160001__Astart,,A,A,victory,9,"3,1,DIAMOND | 0,0,SQUARE | 1,2,SQUARE | 2,1,CIRCLE",5.182916,4.800483,5,4,186,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5160002__Bstart,,B,B,victory,13,"1,2,SQUARE | 1,1,DIAMOND | 2,3,CIRCLE | 3,0,SQUARE",9.471734,7.200618,6,7,132,195,0,0,0,0,1,0
