game_uid,pair,starter,winner,end_reason,plies_total,opening,time_p1,time_p2,moves_p1,moves_p2,branch_sum_p1,branch_sum_p2,forced_p1,forced_p2,missed_win_p1,missed_win_p2,gave_opp_win_p1,gave_opp_win_p2
Génétique (éval AB)__vs__MCTS+__seed2130046__Bstart,,B,B,victory,7,"0,0,CIRCLE | 2,2,TRIANGLE | 1,3,DIAMOND | 1,1,SQUARE",8.334802,3.600823,3,4,119,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3140045__Astart,,A,A,victory,11,"1,1,TRIANGLE | 2,3,DIAMOND | 2,2,SQUARE | 3,0,CIRCLE",4.923532,6.000467,6,5,184,149,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140046__Bstart,,B,B,victory,7,"2,0,CIRCLE | 1,1,CIRCLE | 3,2,TRIANGLE | 1,3,TRIANGLE",9.496916,3.600435,3,4,117,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4150045__Astart,,A,A,victory,11,"1,3,DIAMOND | 0,1,TRIANGLE | 2,2,TRIANGLE | 3,0,CIRCLE",4.932160,6.000503,6,5,193,131,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150046__Bstart,,B,B,victory,7,"3,2,CIRCLE | 2,1,CIRCLE | 0,3,DIAMOND | 1,0,DIAMOND",9.019477,3.600776,3,4,117,172,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160045__Astart,,A,A,victory,9,"2,1,TRIANGLE | 3,0,CIRCLE | 1,2,SQUARE | 2,3,DIAMOND",5.758134,4.800395,5,4,193,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5160046__Bstart,,B,B,victory,9,"2,1,SQUARE | 1,2,SQUARE | 0,0,TRIANGLE | 3,3,DIAMOND",9.945252,4.800420,4,5,133,190,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6170045__Astart,,A,A,victory,9,"1,0,SQUARE | 2,2,CIRCLE | 0,3,CIRCLE | 3,1,DIAMOND",6.528365,4.800376,5,4,188,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170046__Bstart,,B,B,victory,7,"1,2,CIRCLE | 2,1,SQUARE | 3,3,DIAMOND | 0,2,DIAMOND",10.627637,3.600559,3,4,118,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7180045__Astart,,A,A,victory,11,"3,1,TRIANGLE | 0,3,DIAMOND | 2,2,SQUARE | 1,0,CIRCLE",4.046881,6.000528,6,5,191,145,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180046__Bstart,,B,B,victory,7,"0,3,TRIANGLE | 2,1,DIAMOND | 1,0,SQUARE | 1,2,CIRCLE",6.903083,3.600559,3,4,119,178,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190045__Astart,,A,A,victory,11,"2,0,SQUARE | 3,3,DIAMOND | 1,2,CIRCLE | 2,1,TRIANGLE",3.668995,6.000324,6,5,182,132,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190046__Bstart,,B,B,victory,7,"2,2,CIRCLE | 1,1,CIRCLE | 3,0,SQUARE | 0,2,DIAMOND",10.356106,3.600499,3,4,117,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200045__Astart,,A,A,victory,9,"2,1,DIAMOND | 0,0,TRIANGLE | 1,2,TRIANGLE | 3,1,SQUARE",5.179257,4.800474,5,4,186,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9200046__Bstart,,B,B,victory,7,"2,0,CIRCLE | 1,2,CIRCLE | 0,1,TRIANGLE | 2,3,TRIANGLE",10.276051,3.606528,3,4,117,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010047__Astart,,A,A,victory,9,"1,1,TRIANGLE | 2,3,TRIANGLE | 3,0,CIRCLE | 0,2,SQUARE",6.701372,4.800447,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010048__Bstart,,B,B,victory,9,"1,1,TRIANGLE | 2,2,TRIANGLE | 3,0,DIAMOND | 0,1,DIAMOND",8.518320,4.800643,4,5,132,188,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2020047__Astart,,A,A,victory,9,"0,3,DIAMOND | 2,1,DIAMOND | 1,1,TRIANGLE | 3,2,CIRCLE",4.892903,4.800340,5,4,189,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020048__Bstart,,B,A,victory,10,"3,0,CIRCLE | 1,2,DIAMOND | 0,1,TRIANGLE | 0,0,SQUARE",8.617604,6.000767,5,5,149,185,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030047__Astart,,A,A,victory,9,"3,3,DIAMOND | 1,1,CIRCLE | 2,1,TRIANGLE | 0,2,DIAMOND",5.063013,4.800669,5,4,187,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030048__Bstart,,B,A,victory,12,"1,0,CIRCLE | 2,1,CIRCLE | 3,2,TRIANGLE | 3,3,DIAMOND",10.771123,7.200467,6,6,146,183,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040047__Astart,,A,A,victory,9,"3,1,DIAMOND | 0,2,TRIANGLE | 2,2,CIRCLE | 1,0,SQUARE",4.569567,4.800404,5,4,189,139,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040048__Bstart,,B,A,victory,10,"2,3,TRIANGLE | 1,2,DIAMOND | 0,2,SQUARE | 3,3,CIRCLE",8.001794,6.000547,5,5,145,187,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050047__Astart,,A,A,victory,9,"3,3,DIAMOND | 2,0,TRIANGLE | 1,2,SQUARE | 0,1,CIRCLE",3.959579,4.800431,5,4,191,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050048__Bstart,,B,B,victory,9,"1,3,TRIANGLE | 2,1,SQUARE | 0,0,CIRCLE | 1,2,DIAMOND",7.695924,4.800725,4,5,135,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6060047__Astart,,A,B,victory,10,"3,1,CIRCLE | 2,3,CIRCLE | 2,1,SQUARE | 0,0,TRIANGLE",6.211379,4.800420,5,5,173,151,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6060048__Bstart,,B,B,victory,9,"2,2,TRIANGLE | 1,1,DIAMOND | 0,3,CIRCLE | 3,2,SQUARE",7.529441,4.800621,4,5,136,172,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7070047__Astart,,A,A,victory,9,"0,3,TRIANGLE | 3,0,DIAMOND | 1,1,CIRCLE | 2,2,SQUARE",4.096666,4.800409,5,4,188,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070048__Bstart,,B,A,victory,10,"3,0,TRIANGLE | 1,2,CIRCLE | 0,1,SQUARE | 2,1,DIAMOND",8.474405,6.000538,5,5,146,173,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080047__Astart,,A,A,victory,9,"0,0,SQUARE | 2,0,TRIANGLE | 1,2,DIAMOND | 3,3,CIRCLE",4.585019,4.800495,5,4,190,139,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080048__Bstart,,B,B,victory,7,"0,2,TRIANGLE | 1,1,DIAMOND | 2,3,SQUARE | 3,2,CIRCLE",7.366623,3.600628,3,4,119,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090047__Astart,,A,B,victory,12,"0,2,TRIANGLE | 0,1,DIAMOND | 1,2,DIAMOND | 3,3,CIRCLE",4.180006,6.000621,6,6,190,163,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090048__Bstart,,B,B,victory,7,"0,1,TRIANGLE | 2,2,TRIANGLE | 1,3,CIRCLE | 3,1,DIAMOND",8.212194,3.610141,3,4,119,175,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1120047__Astart,,A,A,victory,9,"1,3,SQUARE | 1,1,DIAMOND | 2,2,DIAMOND | 3,0,TRIANGLE",4.234687,4.800472,5,4,190,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120048__Bstart,,B,B,victory,7,"3,3,TRIANGLE | 2,2,SQUARE | 0,2,CIRCLE | 1,1,DIAMOND",7.074620,3.600731,3,4,121,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2130047__Astart,,A,A,victory,9,"1,2,CIRCLE | 0,0,CIRCLE | 2,1,DIAMOND | 3,1,SQUARE",7.601669,4.800452,5,4,185,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130048__Bstart,,B,A,victory,10,"1,3,SQUARE | 2,2,TRIANGLE | 0,1,CIRCLE | 1,0,DIAMOND",9.196938,6.000669,5,5,146,175,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140047__Astart,,A,A,victory,9,"2,3,CIRCLE | 0,0,DIAMOND | 1,2,DIAMOND | 3,1,TRIANGLE",4.999006,4.800315,5,4,184,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140048__Bstart,,B,B,victory,7,"0,0,CIRCLE | 2,2,DIAMOND | 1,3,SQUARE | 1,1,TRIANGLE",8.411216,3.600395,3,4,119,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4150047__Astart,,A,A,victory,9,"3,0,TRIANGLE | 3,2,CIRCLE | 1,1,SQUARE | 0,3,SQUARE",4.948175,4.800428,5,4,190,139,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150048__Bstart,,B,B,victory,9,"1,2,SQUARE | 2,1,CIRCLE | 0,0,TRIANGLE | 3,3,SQUARE",9.837097,4.800499,4,5,136,189,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160047__Astart,,A,A,victory,11,"3,3,CIRCLE | 2,0,DIAMOND | 1,1,TRIANGLE | 3,2,SQUARE",4.992688,6.000526,6,5,185,131,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5160048__Bstart,,B,B,victory,7,"0,3,CIRCLE | 2,1,TRIANGLE | 3,2,SQUARE | 1,3,SQUARE",8.136435,3.600623,3,4,118,175,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6170047__Astart,,A,A,victory,9,"1,3,TRIANGLE | 2,1,CIRCLE | 2,2,DIAMOND | 0,0,SQUARE",5.628142,4.800407,5,4,189,139,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170048__Bstart,,B,B,victory,9,"2,0,SQUARE | 1,1,TRIANGLE | 3,3,DIAMOND | 3,2,SQUARE",7.950256,4.800508,4,5,132,186,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7180047__Astart,,A,A,victory,11,"0,0,CIRCLE | 2,0,DIAMOND | 1,2,SQUARE | 3,3,TRIANGLE",5.302953,6.000366,6,5,192,146,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180048__Bstart,,B,B,victory,7,"3,3,SQUARE | 1,1,CIRCLE | 2,0,CIRCLE | 1,2,SQUARE",9.056053,3.600655,3,4,117,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190047__Astart,,A,A,victory,9,"0,3,CIRCLE | 2,3,TRIANGLE | 1,1,SQUARE | 3,0,DIAMOND",5.652389,4.804106,5,4,190,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190048__Bstart,,B,B,victory,9,"2,0,CIRCLE | 1,2,TRIANGLE | 0,1,DIAMOND | 2,3,SQUARE",8.813641,4.800584,4,5,130,185,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200047__Astart,,A,A,victory,9,"0,3,DIAMOND | 3,1,DIAMOND | 2,2,SQUARE | 1,0,CIRCLE",4.914835,4.800395,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9200048__Bstart,,B,B,victory,7,"3,1,SQUARE | 2,2,CIRCLE | 2,3,TRIANGLE | 0,0,DIAMOND",7.541670,3.600476,3,4,119,167,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010049__Astart,,A,A,victory,9,"1,2,DIAMOND | 2,3,CIRCLE | 3,3,TRIANGLE | 0,2,SQUARE",5.985604,4.800369,5,4,179,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010050__Bstart,,B,B,victory,9,"1,2,CIRCLE | 1,1,DIAMOND | 0,0,TRIANGLE | 3,3,SQUARE",8.954604,4.800688,4,5,141,175,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2020049__Astart,,A,A,victory,9,"3,3,CIRCLE | 0,2,TRIANGLE | 2,1,TRIANGLE | 1,0,DIAMOND",5.175084,4.800543,5,4,192,133,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020050__Bstart,,B,B,victory,9,"3,0,TRIANGLE | 1,2,DIAMOND | 0,1,CIRCLE | 2,1,SQUARE",8.570299,4.800522,4,5,139,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030049__Astart,,A,A,victory,9,"3,3,DIAMOND | 0,0,CIRCLE | 2,1,CIRCLE | 1,2,TRIANGLE",4.615418,4.800350,5,4,187,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030050__Bstart,,B,B,victory,7,"2,2,CIRCLE | 1,1,SQUARE | 0,3,TRIANGLE | 3,0,CIRCLE",9.744263,3.600606,3,4,117,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4040049__Astart,,A,A,victory,11,"1,0,DIAMOND | 0,2,CIRCLE | 2,2,TRIANGLE | 1,1,SQUARE",5.340611,6.000444,6,5,183,134,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040050__Bstart,,B,B,victory,9,"0,1,DIAMOND | 2,2,CIRCLE | 1,3,SQUARE | 1,0,TRIANGLE",7.671144,4.800530,4,5,139,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5050049__Astart,,A,A,victory,11,"1,2,SQUARE | 2,1,TRIANGLE | 0,1,DIAMOND | 3,2,CIRCLE",6.295125,6.000409,6,5,191,134,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050050__Bstart,,B,B,victory,9,"3,0,SQUARE | 1,2,TRIANGLE | 2,3,CIRCLE | 2,1,DIAMOND",8.631167,4.800765,4,5,139,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6060049__Astart,,A,A,victory,11,"3,1,SQUARE | 1,0,DIAMOND | 2,2,DIAMOND | 0,3,CIRCLE",5.142752,6.007408,6,5,190,131,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060050__Bstart,,B,B,victory,9,"0,0,TRIANGLE | 2,2,DIAMOND | 1,3,CIRCLE | 3,0,CIRCLE",7.819290,4.800683,4,5,130,194,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7070049__Astart,,A,A,victory,11,"2,2,CIRCLE | 1,3,SQUARE | 1,1,DIAMOND | 3,2,TRIANGLE",6.930893,6.000336,6,5,183,134,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070050__Bstart,,B,B,victory,9,"1,3,DIAMOND | 2,1,CIRCLE | 0,0,TRIANGLE | 1,2,SQUARE",7.101786,4.800471,4,5,135,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8080049__Astart,,A,A,victory,9,"3,3,TRIANGLE | 0,2,TRIANGLE | 2,1,SQUARE | 1,0,DIAMOND",4.827663,4.809635,5,4,192,133,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080050__Bstart,,B,B,victory,9,"0,0,CIRCLE | 2,2,DIAMOND | 3,1,SQUARE | 1,1,TRIANGLE",9.605890,4.800526,4,5,139,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090049__Astart,,A,A,victory,11,"0,1,SQUARE | 3,0,DIAMOND | 1,2,CIRCLE | 2,3,TRIANGLE",4.129724,6.000641,6,5,191,145,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090050__Bstart,,B,B,victory,11,"0,0,SQUARE | 2,2,CIRCLE | 1,3,TRIANGLE | 1,1,DIAMOND",8.482602,6.000673,5,6,147,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1120049__Astart,,A,A,victory,9,"3,1,CIRCLE | 0,3,DIAMOND | 2,2,DIAMOND | 1,0,CIRCLE",5.956058,4.800413,5,4,187,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120050__Bstart,,B,B,victory,9,"2,2,CIRCLE | 1,2,TRIANGLE | 3,1,DIAMOND | 2,3,DIAMOND",8.884491,4.807566,4,5,136,189,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2130049__Astart,,A,A,victory,9,"1,1,SQUARE | 0,2,SQUARE | 2,2,CIRCLE | 3,0,DIAMOND",6.971446,4.800371,5,4,188,134,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130050__Bstart,,B,B,victory,7,"2,1,TRIANGLE | 1,2,CIRCLE | 0,0,SQUARE | 2,3,SQUARE",9.065565,3.600662,3,4,117,175,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3140049__Astart,,A,A,victory,9,"3,0,SQUARE | 0,1,DIAMOND | 1,1,CIRCLE | 2,0,TRIANGLE",4.177971,4.800307,5,4,179,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140050__Bstart,,B,B,victory,9,"1,1,DIAMOND | 1,2,CIRCLE | 3,3,TRIANGLE | 0,1,SQUARE",7.805529,4.800711,4,5,128,187,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4150049__Astart,,A,A,victory,9,"0,2,DIAMOND | 2,2,TRIANGLE | 1,1,TRIANGLE | 3,0,SQUARE",3.987969,4.800317,5,4,189,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150050__Bstart,,B,B,victory,7,"2,1,CIRCLE | 1,2,CIRCLE | 0,0,SQUARE | 3,3,SQUARE",10.845072,3.600773,3,4,117,172,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160049__Astart,,A,A,victory,11,"3,3,DIAMOND | 1,2,TRIANGLE | 1,1,SQUARE | 2,3,CIRCLE",4.545830,6.000469,6,5,194,142,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5160050__Bstart,,B,B,victory,7,"3,2,CIRCLE | 1,1,SQUARE | 0,3,TRIANGLE | 2,2,TRIANGLE",8.377970,3.600750,3,4,118,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6170049__Astart,,A,A,victory,11,"2,3,CIRCLE | 1,0,SQUARE | 1,1,DIAMOND | 0,2,TRIANGLE",5.915590,6.000509,6,5,183,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170050__Bstart,,B,B,victory,9,"2,2,SQUARE | 1,2,TRIANGLE | 3,0,DIAMOND | 2,3,DIAMOND",8.522530,4.800719,4,5,136,184,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7180049__Astart,,A,A,victory,11,"2,3,SQUARE | 0,0,TRIANGLE | 1,2,CIRCLE | 3,1,DIAMOND",4.231159,6.000552,6,5,191,145,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180050__Bstart,,B,B,victory,7,"1,3,SQUARE | 2,1,TRIANGLE | 0,0,CIRCLE | 1,2,DIAMOND",8.855055,3.600356,3,4,118,167,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190049__Astart,,A,A,victory,11,"1,1,DIAMOND | 0,3,TRIANGLE | 2,2,CIRCLE | 1,0,SQUARE",4.788740,6.000449,6,5,182,132,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190050__Bstart,,B,B,victory,9,"1,0,SQUARE | 2,1,CIRCLE | 3,1,TRIANGLE | 0,3,DIAMOND",9.166653,4.800532,4,5,125,185,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200049__Astart,,A,B,victory,10,"0,3,SQUARE | 2,0,CIRCLE | 1,1,TRIANGLE | 3,2,DIAMOND",4.880109,4.800439,5,5,186,146,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200050__Bstart,,B,B,victory,7,"0,1,TRIANGLE | 1,2,TRIANGLE | 3,0,SQUARE | 2,2,SQUARE",7.581267,3.600784,3,4,117,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010051__Astart,,A,A,victory,9,"0,2,SQUARE | 3,3,TRIANGLE | 1,1,TRIANGLE | 2,0,DIAMOND",4.304419,4.800384,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010052__Bstart,,B,B,no_move,13,"0,2,SQUARE | 1,1,TRIANGLE | 3,3,DIAMOND | 3,0,CIRCLE",8.313474,8.400638,6,7,134,188,0,1,0,0,0,0
Génétique (éval AB)__vs__MCTS+__seed2020051__Astart,,A,A,victory,11,"2,1,CIRCLE | 3,3,TRIANGLE | 1,2,DIAMOND | 2,0,SQUARE",6.186413,6.000523,6,5,188,132,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020052__Bstart,,B,A,victory,10,"2,2,TRIANGLE | 2,1,SQUARE | 1,3,DIAMOND | 3,1,CIRCLE",7.531211,6.000491,5,5,142,175,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030051__Astart,,A,A,victory,9,"2,0,TRIANGLE | 0,2,CIRCLE | 1,1,SQUARE | 3,3,DIAMOND",5.362069,4.800311,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030052__Bstart,,B,A,victory,10,"3,0,DIAMOND | 1,2,CIRCLE | 0,1,TRIANGLE | 0,0,SQUARE",7.915375,6.000586,5,5,148,185,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040051__Astart,,A,A,no_move,13,"2,2,TRIANGLE | 0,1,TRIANGLE | 1,1,CIRCLE | 3,0,DIAMOND",5.778037,7.200359,7,6,201,145,0,1,0,0,0,0
Génétique (éval AB)__vs__MCTS+__seed4040052__Bstart,,B,B,victory,9,"0,3,DIAMOND | 2,1,SQUARE | 1,0,CIRCLE | 1,2,TRIANGLE",8.373724,4.800688,4,5,139,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5050051__Astart,,A,B,victory,10,"0,3,DIAMOND | 3,1,TRIANGLE | 2,1,SQUARE | 1,0,CIRCLE",4.390533,4.800502,5,5,179,152,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5050052__Bstart,,B,B,victory,7,"3,0,DIAMOND | 1,2,CIRCLE | 2,3,CIRCLE | 0,1,SQUARE",7.805738,3.600541,3,4,117,172,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6060051__Astart,,A,A,victory,9,"3,1,SQUARE | 2,3,DIAMOND | 2,2,CIRCLE | 3,0,TRIANGLE",4.850185,4.800352,5,4,181,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060052__Bstart,,B,B,victory,7,"3,3,CIRCLE | 1,1,TRIANGLE | 2,0,SQUARE | 0,3,SQUARE",8.533282,3.600450,3,4,118,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7070051__Astart,,A,A,victory,9,"0,2,TRIANGLE | 2,3,CIRCLE | 2,0,SQUARE | 1,2,DIAMOND",4.958761,4.800370,5,4,191,128,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070052__Bstart,,B,B,victory,7,"2,2,TRIANGLE | 2,1,CIRCLE | 0,3,SQUARE | 1,0,TRIANGLE",8.526553,3.600622,3,4,118,175,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8080051__Astart,,A,A,victory,11,"1,2,CIRCLE | 3,0,DIAMOND | 2,1,SQUARE | 0,1,TRIANGLE",5.940939,6.000541,6,5,185,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080052__Bstart,,B,B,victory,9,"2,3,CIRCLE | 1,1,SQUARE | 3,0,DIAMOND | 2,2,DIAMOND",8.937865,4.800577,4,5,136,185,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090051__Astart,,A,A,victory,9,"0,3,CIRCLE | 1,0,CIRCLE | 2,2,TRIANGLE | 3,1,TRIANGLE",7.032644,4.800501,5,4,188,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090052__Bstart,,B,B,victory,7,"2,1,SQUARE | 1,2,CIRCLE | 3,3,TRIANGLE | 2,0,DIAMOND",9.131925,3.600467,3,4,118,167,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1120051__Astart,,A,A,victory,13,"2,2,DIAMOND | 2,1,SQUARE | 1,1,TRIANGLE | 0,3,CIRCLE",4.718526,7.200372,7,6,196,157,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120052__Bstart,,B,A,victory,10,"2,3,SQUARE | 1,2,CIRCLE | 0,2,TRIANGLE | 3,3,DIAMOND",8.101825,6.000653,5,5,147,186,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130051__Astart,,A,A,victory,9,"1,0,TRIANGLE | 3,3,CIRCLE | 2,1,CIRCLE | 0,2,DIAMOND",5.136199,4.800468,5,4,187,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130052__Bstart,,B,B,victory,7,"2,0,SQUARE | 1,2,DIAMOND | 0,1,CIRCLE | 2,3,TRIANGLE",8.246375,3.600660,3,4,117,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3140051__Astart,,A,A,victory,9,"3,2,DIAMOND | 2,0,SQUARE | 1,1,TRIANGLE | 3,3,CIRCLE",4.760058,4.800454,5,4,191,131,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140052__Bstart,,B,A,victory,10,"3,3,CIRCLE | 2,2,DIAMOND | 2,0,TRIANGLE | 1,1,SQUARE",8.486112,6.000473,5,5,149,173,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150051__Astart,,A,A,victory,9,"0,3,CIRCLE | 2,2,CIRCLE | 1,1,DIAMOND | 3,0,SQUARE",6.764176,4.800397,5,4,188,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150052__Bstart,,B,B,victory,7,"0,0,CIRCLE | 2,1,CIRCLE | 1,3,DIAMOND | 2,2,DIAMOND",9.003890,3.606822,3,4,117,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160051__Astart,,A,A,victory,11,"0,2,SQUARE | 3,0,TRIANGLE | 1,1,TRIANGLE | 2,3,CIRCLE",5.027278,6.000476,6,5,193,140,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5160052__Bstart,,B,B,victory,7,"3,2,SQUARE | 2,1,DIAMOND | 2,0,CIRCLE | 1,3,TRIANGLE",7.468354,3.600650,3,4,119,165,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6170051__Astart,,A,A,victory,9,"0,3,TRIANGLE | 1,0,CIRCLE | 1,1,DIAMOND | 0,2,SQUARE",4.921526,4.800529,5,4,179,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170052__Bstart,,B,B,victory,13,"0,3,TRIANGLE | 2,1,TRIANGLE | 1,0,CIRCLE | 3,3,DIAMOND",8.648848,7.200492,6,7,139,183,1,1,0,0,1,0
