game_uid,pair,starter,winner,end_reason,plies_total,opening,time_p1,time_p2,moves_p1,moves_p2,branch_sum_p1,branch_sum_p2,forced_p1,forced_p2,missed_win_p1,missed_win_p2,gave_opp_win_p1,gave_opp_win_p2
Génétique (éval AB)__vs__MCTS+__seed5160022__Bstart,,B,A,victory,10,"3,3,TRIANGLE | 1,1,DIAMOND | 2,0,CIRCLE | 2,2,SQUARE",8.499805,6.000842,5,5,149,172,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170021__Astart,,A,A,victory,9,"0,1,TRIANGLE | 3,0,DIAMOND | 1,2,CIRCLE | 2,3,SQUARE",4.358191,4.800554,5,4,191,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170022__Bstart,,B,B,victory,9,"0,0,SQUARE | 2,1,CIRCLE | 3,1,TRIANGLE | 1,2,DIAMOND",6.967249,4.800539,4,5,136,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7180021__Astart,,A,A,victory,9,"2,0,DIAMOND | 0,1,TRIANGLE | 1,2,CIRCLE | 1,3,DIAMOND",4.262528,4.800444,5,4,186,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180022__Bstart,,B,B,victory,9,"2,3,CIRCLE | 1,2,TRIANGLE | 0,2,SQUARE | 3,0,DIAMOND",8.706922,4.800846,4,5,125,183,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190021__Astart,,A,A,victory,9,"3,1,DIAMOND | 0,0,SQUARE | 1,2,SQUARE | 2,1,CIRCLE",4.665179,4.800427,5,4,187,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190022__Bstart,,B,B,victory,9,"0,2,CIRCLE | 2,1,TRIANGLE | 1,0,SQUARE | 3,3,CIRCLE",9.891070,4.800699,4,5,129,183,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200021__Astart,,A,A,victory,11,"1,1,CIRCLE | 3,3,DIAMOND | 2,2,SQUARE | 0,2,TRIANGLE",5.409844,6.000651,6,5,185,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9200022__Bstart,,B,A,victory,10,"2,3,DIAMOND | 1,1,TRIANGLE | 0,2,CIRCLE | 3,2,SQUARE",7.546015,6.000574,5,5,146,175,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010023__Astart,,A,A,victory,9,"0,3,DIAMOND | 0,1,CIRCLE | 2,2,SQUARE | 3,0,TRIANGLE",4.318194,4.814531,5,4,190,139,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010024__Bstart,,B,B,victory,9,"3,3,SQUARE | 1,1,TRIANGLE | 2,0,CIRCLE | 0,3,CIRCLE",8.968746,4.800600,4,5,135,186,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2020023__Astart,,A,A,victory,9,"3,2,DIAMOND | 1,3,CIRCLE | 2,1,TRIANGLE | 0,0,SQUARE",4.726101,4.800573,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020024__Bstart,,B,B,victory,11,"2,2,CIRCLE | 2,1,DIAMOND | 1,3,SQUARE | 0,0,CIRCLE",9.550455,6.000601,5,6,143,190,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030023__Astart,,A,A,victory,11,"2,3,TRIANGLE | 0,3,SQUARE | 1,1,SQUARE | 3,0,DIAMOND",4.570115,6.000477,6,5,192,150,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030024__Bstart,,B,B,victory,13,"2,3,DIAMOND | 1,1,CIRCLE | 0,2,TRIANGLE | 3,2,SQUARE",7.765795,7.200978,6,7,136,211,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4040023__Astart,,A,A,victory,9,"0,1,CIRCLE | 3,3,DIAMOND | 2,2,TRIANGLE | 1,2,SQUARE",5.904591,4.800495,5,4,186,129,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040024__Bstart,,B,B,victory,9,"2,3,TRIANGLE | 1,2,DIAMOND | 3,0,DIAMOND | 0,0,TRIANGLE",8.091957,4.800562,4,5,129,194,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5050023__Astart,,A,A,victory,11,"0,1,TRIANGLE | 3,3,SQUARE | 1,2,DIAMOND | 2,0,CIRCLE",4.444459,6.000488,6,5,193,143,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050024__Bstart,,B,A,victory,10,"0,0,SQUARE | 2,2,CIRCLE | 3,1,TRIANGLE | 3,0,DIAMOND",9.054852,6.000647,5,5,149,185,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060023__Astart,,A,A,victory,11,"1,0,TRIANGLE | 0,2,DIAMOND | 2,1,DIAMOND | 3,3,CIRCLE",4.556264,6.000585,6,5,193,143,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060024__Bstart,,B,A,victory,10,"3,2,TRIANGLE | 2,1,CIRCLE | 0,3,DIAMOND | 1,2,SQUARE",8.650583,6.000580,5,5,147,172,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070023__Astart,,A,B,victory,12,"1,3,SQUARE | 3,2,TRIANGLE | 2,1,CIRCLE | 2,0,DIAMOND",5.072863,6.000471,6,6,181,156,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7070024__Bstart,,B,B,victory,9,"0,0,DIAMOND | 2,2,TRIANGLE | 2,1,SQUARE | 3,1,DIAMOND",8.381860,4.800593,4,5,136,183,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8080023__Astart,,A,A,victory,9,"1,1,CIRCLE | 0,3,TRIANGLE | 2,2,SQUARE | 3,2,CIRCLE",6.364153,4.800448,5,4,185,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080024__Bstart,,B,B,victory,9,"3,2,DIAMOND | 2,1,SQUARE | 0,3,CIRCLE | 1,2,TRIANGLE",7.831984,4.800730,4,5,139,175,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090023__Astart,,A,A,victory,9,"3,1,TRIANGLE | 2,3,DIAMOND | 2,2,SQUARE | 3,0,CIRCLE",4.613335,4.800385,5,4,186,128,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090024__Bstart,,B,B,victory,9,"3,1,CIRCLE | 2,2,CIRCLE | 0,0,TRIANGLE | 1,3,SQUARE",9.321409,4.800643,4,5,125,185,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1120023__Astart,,A,A,victory,9,"3,1,CIRCLE | 0,3,TRIANGLE | 2,2,TRIANGLE | 1,0,DIAMOND",5.868474,4.800499,5,4,187,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120024__Bstart,,B,A,victory,10,"0,0,DIAMOND | 2,2,SQUARE | 1,3,TRIANGLE | 0,1,CIRCLE",7.767836,6.000712,5,5,140,173,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130023__Astart,,A,B,victory,10,"1,2,DIAMOND | 3,3,CIRCLE | 2,1,TRIANGLE | 2,0,SQUARE",5.193280,4.800523,5,5,184,134,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2130024__Bstart,,B,B,victory,9,"3,0,CIRCLE | 1,2,TRIANGLE | 2,3,DIAMOND | 3,1,DIAMOND",9.228522,4.800482,4,5,134,183,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3140023__Astart,,A,A,victory,9,"2,0,CIRCLE | 3,2,DIAMOND | 1,1,DIAMOND | 0,3,SQUARE",5.440436,4.800417,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140024__Bstart,,B,B,victory,9,"1,0,SQUARE | 2,1,SQUARE | 0,2,CIRCLE | 2,3,CIRCLE",8.984484,4.800698,4,5,131,196,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4150023__Astart,,A,A,victory,9,"1,1,DIAMOND | 3,0,TRIANGLE | 2,2,TRIANGLE | 0,3,SQUARE",5.123696,4.800541,5,4,191,134,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150024__Bstart,,B,B,victory,7,"1,0,TRIANGLE | 2,1,TRIANGLE | 0,3,SQUARE | 2,2,SQUARE",7.539357,3.600657,3,4,117,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160023__Astart,,A,A,victory,9,"2,0,TRIANGLE | 3,3,SQUARE | 1,2,SQUARE | 2,1,DIAMOND",3.848746,4.800381,5,4,185,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5160024__Bstart,,B,B,victory,9,"0,0,SQUARE | 2,2,TRIANGLE | 3,1,CIRCLE | 1,1,DIAMOND",9.341068,4.800620,4,5,139,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6170023__Astart,,A,A,victory,9,"2,1,SQUARE | 0,3,CIRCLE | 1,2,DIAMOND | 1,0,TRIANGLE",5.917407,4.800467,5,4,183,129,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170024__Bstart,,B,B,victory,9,"1,1,DIAMOND | 1,2,TRIANGLE | 2,3,SQUARE | 0,1,SQUARE",7.996439,4.800863,4,5,138,189,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7180023__Astart,,A,A,victory,11,"2,0,CIRCLE | 1,1,SQUARE | 3,2,TRIANGLE | 0,3,CIRCLE",7.451087,6.000738,6,5,193,143,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180024__Bstart,,B,B,victory,9,"3,0,CIRCLE | 1,2,TRIANGLE | 0,1,SQUARE | 2,1,DIAMOND",8.944417,4.800839,4,5,139,175,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190023__Astart,,A,A,victory,11,"1,0,SQUARE | 0,2,CIRCLE | 2,1,TRIANGLE | 3,3,DIAMOND",5.339366,6.000673,6,5,191,145,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190024__Bstart,,B,B,victory,9,"2,2,TRIANGLE | 1,1,TRIANGLE | 3,0,DIAMOND | 0,2,DIAMOND",8.325196,4.800763,4,5,130,196,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200023__Astart,,A,A,victory,11,"2,2,TRIANGLE | 3,0,CIRCLE | 1,1,SQUARE | 2,3,DIAMOND",4.903579,6.000570,6,5,182,132,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9200024__Bstart,,B,B,victory,7,"2,3,CIRCLE | 1,2,CIRCLE | 3,1,TRIANGLE | 1,0,TRIANGLE",9.236901,3.600579,3,4,117,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010025__Astart,,A,A,victory,11,"2,1,DIAMOND | 1,0,SQUARE | 1,2,TRIANGLE | 3,1,CIRCLE",6.297238,6.000563,6,5,198,140,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010026__Bstart,,B,B,victory,9,"0,1,CIRCLE | 1,2,SQUARE | 1,3,TRIANGLE | 3,0,DIAMOND",8.534045,4.800651,4,5,137,171,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2020025__Astart,,A,B,victory,12,"2,3,DIAMOND | 0,2,CIRCLE | 1,1,TRIANGLE | 1,0,SQUARE",5.147148,6.000481,6,6,181,156,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2020026__Bstart,,B,B,victory,7,"3,0,CIRCLE | 2,1,SQUARE | 0,1,DIAMOND | 1,2,TRIANGLE",8.886875,3.600529,3,4,121,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030025__Astart,,A,A,no_move,9,"2,1,TRIANGLE | 1,2,TRIANGLE | 0,2,SQUARE | 3,3,CIRCLE",6.363835,4.800509,5,4,183,127,0,0,0,0,0,0
Génétique (éval AB)__vs__MCTS+__seed3030026__Bstart,,B,A,victory,10,"3,3,TRIANGLE | 1,1,CIRCLE | 0,2,SQUARE | 3,0,DIAMOND",8.980742,6.000687,5,5,144,187,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040025__Astart,,A,A,victory,9,"0,0,DIAMOND | 2,3,SQUARE | 1,2,TRIANGLE | 3,1,CIRCLE",4.637445,4.800685,5,4,191,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040026__Bstart,,B,B,victory,11,"1,3,TRIANGLE | 2,2,SQUARE | 0,0,DIAMOND | 0,1,TRIANGLE",7.396688,6.000628,5,6,128,187,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5050025__Astart,,A,A,victory,9,"0,3,DIAMOND | 1,0,SQUARE | 2,2,SQUARE | 3,1,CIRCLE",4.476293,4.800531,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050026__Bstart,,B,B,victory,9,"1,0,DIAMOND | 2,1,CIRCLE | 0,2,CIRCLE | 3,2,SQUARE",8.484787,4.800628,4,5,136,188,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6060025__Astart,,A,A,victory,9,"3,0,TRIANGLE | 0,3,CIRCLE | 1,1,SQUARE | 2,2,DIAMOND",4.062009,4.806630,5,4,183,132,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060026__Bstart,,B,A,victory,12,"2,2,SQUARE | 1,2,DIAMOND | 0,3,TRIANGLE | 2,3,CIRCLE",8.428313,7.200764,6,6,153,179,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070025__Astart,,A,A,victory,11,"3,2,TRIANGLE | 3,1,DIAMOND | 2,1,CIRCLE | 1,0,SQUARE",4.478305,6.000459,6,5,186,140,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070026__Bstart,,B,B,victory,9,"0,0,SQUARE | 2,2,CIRCLE | 3,1,TRIANGLE | 1,1,DIAMOND",8.515525,4.800635,4,5,139,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8080025__Astart,,A,A,victory,9,"2,2,SQUARE | 1,2,DIAMOND | 0,0,DIAMOND | 3,1,TRIANGLE",4.293116,4.800586,5,4,189,134,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080026__Bstart,,B,B,victory,11,"2,3,TRIANGLE | 1,2,DIAMOND | 0,2,SQUARE | 3,1,CIRCLE",7.554187,6.000906,5,6,129,186,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090025__Astart,,A,A,victory,9,"0,3,DIAMOND | 2,3,CIRCLE | 1,1,SQUARE | 3,0,TRIANGLE",4.714648,4.800456,5,4,190,139,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090026__Bstart,,B,B,victory,7,"0,3,DIAMOND | 2,1,TRIANGLE | 3,2,TRIANGLE | 1,1,DIAMOND",6.893169,3.600617,3,4,117,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1120025__Astart,,A,A,victory,9,"1,2,DIAMOND | 2,3,TRIANGLE | 3,3,SQUARE | 0,2,CIRCLE",5.183684,4.808251,5,4,179,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120026__Bstart,,B,B,victory,7,"1,3,SQUARE | 2,1,DIAMOND | 3,2,TRIANGLE | 0,2,CIRCLE",8.329012,3.600465,3,4,119,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2130025__Astart,,A,A,victory,9,"3,1,DIAMOND | 0,0,CIRCLE | 2,2,TRIANGLE | 1,3,SQUARE",4.433308,4.800455,5,4,188,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130026__Bstart,,B,A,victory,10,"0,3,DIAMOND | 2,1,SQUARE | 3,2,CIRCLE | 1,2,TRIANGLE",8.512485,6.000768,5,5,146,175,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140025__Astart,,A,A,victory,11,"1,2,DIAMOND | 2,3,DIAMOND | 2,1,TRIANGLE | 3,0,CIRCLE",6.143439,6.000429,6,5,195,140,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140026__Bstart,,B,B,victory,7,"2,0,SQUARE | 1,2,DIAMOND | 0,1,TRIANGLE | 2,3,TRIANGLE",7.744220,3.600649,3,4,117,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4150025__Astart,,A,A,victory,11,"1,0,DIAMOND | 1,1,CIRCLE | 2,2,CIRCLE | 0,3,SQUARE",3.718493,6.000561,6,5,190,133,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150026__Bstart,,B,B,victory,7,"1,0,TRIANGLE | 2,2,TRIANGLE | 0,3,DIAMOND | 3,1,SQUARE",7.527892,3.600838,3,4,117,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160025__Astart,,A,B,victory,8,"3,2,TRIANGLE | 2,2,DIAMOND | 1,1,CIRCLE | 0,3,SQUARE",3.463209,3.600494,4,4,173,128,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160026__Bstart,,B,B,victory,7,"1,1,DIAMOND | 1,2,CIRCLE | 2,0,TRIANGLE | 2,3,DIAMOND",7.825573,3.600664,3,4,119,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6170025__Astart,,A,A,victory,9,"3,0,SQUARE | 1,3,SQUARE | 2,2,TRIANGLE | 0,1,TRIANGLE",5.598352,4.800392,5,4,186,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170026__Bstart,,B,B,victory,7,"1,2,TRIANGLE | 1,1,SQUARE | 2,3,DIAMOND | 2,0,TRIANGLE",8.065779,3.600597,3,4,119,178,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7180025__Astart,,A,A,victory,9,"3,1,CIRCLE | 1,0,TRIANGLE | 2,2,TRIANGLE | 0,3,CIRCLE",6.054504,4.800505,5,4,186,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180026__Bstart,,B,B,victory,9,"0,1,CIRCLE | 2,2,SQUARE | 3,0,TRIANGLE | 1,1,TRIANGLE",9.389484,4.800532,4,5,135,184,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190025__Astart,,A,B,victory,10,"3,1,DIAMOND | 0,0,SQUARE | 2,2,TRIANGLE | 2,1,CIRCLE",4.554754,4.800408,5,5,172,142,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190026__Bstart,,B,B,victory,7,"2,0,CIRCLE | 1,2,TRIANGLE | 3,3,DIAMOND | 0,1,SQUARE",8.341798,3.600534,3,4,117,172,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200025__Astart,,A,A,victory,9,"1,3,CIRCLE | 2,1,TRIANGLE | 2,2,SQUARE | 0,0,DIAMOND",6.475994,4.800451,5,4,189,140,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9200026__Bstart,,B,B,victory,9,"2,3,TRIANGLE | 1,1,SQUARE | 3,0,DIAMOND | 2,2,DIAMOND",8.027701,4.800695,4,5,135,184,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010027__Astart,,A,A,victory,9,"0,0,TRIANGLE | 3,2,TRIANGLE | 1,2,SQUARE | 2,1,DIAMOND",5.045646,4.800666,5,4,189,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010028__Bstart,,B,B,victory,7,"2,2,SQUARE | 2,1,CIRCLE | 0,3,DIAMOND | 1,0,SQUARE",8.395389,3.600677,3,4,120,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2020027__Astart,,A,A,victory,9,"1,0,CIRCLE | 0,2,DIAMOND | 2,1,DIAMOND | 3,3,CIRCLE",6.560690,4.800407,5,4,186,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020028__Bstart,,B,B,victory,7,"0,0,CIRCLE | 2,2,DIAMOND | 3,1,DIAMOND | 1,2,CIRCLE",8.618667,3.600809,3,4,117,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030027__Astart,,A,A,victory,11,"0,2,DIAMOND | 2,3,TRIANGLE | 2,1,CIRCLE | 1,2,SQUARE",4.512593,6.005810,6,5,196,141,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030028__Bstart,,B,B,victory,7,"1,0,TRIANGLE | 2,1,SQUARE | 3,1,DIAMOND | 0,2,CIRCLE",7.888243,3.600572,3,4,119,167,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4040027__Astart,,A,A,victory,11,"0,1,SQUARE | 3,0,SQUARE | 2,2,TRIANGLE | 2,3,DIAMOND",6.256066,6.000499,6,5,193,144,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040028__Bstart,,B,B,victory,11,"3,0,SQUARE | 1,2,DIAMOND | 0,1,CIRCLE | 2,0,TRIANGLE",8.274854,6.000619,5,6,128,187,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5050027__Astart,,A,A,victory,11,"0,2,DIAMOND | 3,0,TRIANGLE | 1,1,CIRCLE | 0,1,SQUARE",4.255834,6.000557,6,5,193,148,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050028__Bstart,,B,A,victory,12,"3,1,CIRCLE | 1,2,CIRCLE | 0,0,SQUARE | 2,1,SQUARE",10.599790,7.200643,6,6,149,187,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060027__Astart,,A,A,victory,9,"3,0,TRIANGLE | 1,1,CIRCLE | 2,2,CIRCLE | 0,3,TRIANGLE",5.281617,4.800645,5,4,186,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060028__Bstart,,B,B,victory,7,"0,1,SQUARE | 1,2,SQUARE | 3,0,DIAMOND | 2,2,DIAMOND",7.915131,3.600649,3,4,117,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7070027__Astart,,A,A,victory,11,"2,3,TRIANGLE | 3,1,SQUARE | 1,1,CIRCLE | 2,2,DIAMOND",4.763198,6.000522,6,5,193,140,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070028__Bstart,,B,A,victory,10,"2,1,CIRCLE | 1,1,SQUARE | 0,3,TRIANGLE | 3,0,DIAMOND",9.843406,6.000526,5,5,148,185,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080027__Astart,,A,A,victory,9,"0,2,SQUARE | 2,1,CIRCLE | 1,1,DIAMOND | 3,3,TRIANGLE",6.515506,4.800602,5,4,189,140,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080028__Bstart,,B,A,victory,10,"3,3,TRIANGLE | 2,1,TRIANGLE | 1,0,SQUARE | 0,0,CIRCLE",8.166486,6.000640,5,5,145,188,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090027__Astart,,A,A,victory,11,"0,3,DIAMOND | 0,0,CIRCLE | 2,1,SQUARE | 3,1,TRIANGLE",4.722702,6.000666,6,5,190,147,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090028__Bstart,,B,B,victory,9,"1,1,CIRCLE | 1,2,SQUARE | 3,0,TRIANGLE | 2,3,DIAMOND",9.750157,4.800554,4,5,131,190,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1120027__Astart,,A,A,victory,9,"2,1,DIAMOND | 3,3,CIRCLE | 3,2,SQUARE | 2,0,TRIANGLE",5.067599,4.800565,5,4,179,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120028__Bstart,,B,B,victory,9,"0,0,TRIANGLE | 2,2,DIAMOND | 1,3,DIAMOND | 2,1,TRIANGLE",8.051765,4.800867,4,5,128,194,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2130027__Astart,,A,A,victory,9,"1,1,DIAMOND | 0,3,TRIANGLE | 2,0,SQUARE | 3,2,DIAMOND",4.898142,4.800458,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130028__Bstart,,B,B,victory,11,"3,3,CIRCLE | 1,1,TRIANGLE | 0,2,DIAMOND | 3,0,SQUARE",9.216614,6.000715,5,6,136,195,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3140027__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,1,TRIANGLE | 0,2,DIAMOND | 3,2,SQUARE",6.595231,4.800409,5,4,189,139,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140028__Bstart,,B,B,victory,9,"1,0,SQUARE | 2,2,SQUARE | 0,3,CIRCLE | 1,1,CIRCLE",9.604147,4.800810,4,5,132,192,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4150027__Astart,,A,A,victory,9,"3,0,TRIANGLE | 0,2,TRIANGLE | 1,1,CIRCLE | 2,3,DIAMOND",5.017618,4.800494,5,4,186,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150028__Bstart,,B,B,victory,9,"2,0,SQUARE | 1,1,CIRCLE | 0,1,TRIANGLE | 3,2,DIAMOND",7.376616,4.800558,4,5,136,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160027__Astart,,A,A,victory,9,"0,3,DIAMOND | 3,1,DIAMOND | 2,2,TRIANGLE | 1,0,SQUARE",4.782025,4.800357,5,4,184,128,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5160028__Bstart,,B,A,victory,10,"1,2,CIRCLE | 1,1,TRIANGLE | 3,3,TRIANGLE | 3,0,CIRCLE",10.285510,6.000689,5,5,146,185,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170027__Astart,,A,A,victory,9,"2,0,TRIANGLE | 2,3,CIRCLE | 1,1,CIRCLE | 0,2,SQUARE",4.843201,4.800598,5,4,189,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170028__Bstart,,B,B,victory,9,"0,3,TRIANGLE | 2,1,SQUARE | 1,0,DIAMOND | 1,2,CIRCLE",7.822918,4.800547,4,5,139,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7180027__Astart,,A,A,victory,9,"0,0,TRIANGLE | 3,3,DIAMOND | 1,2,CIRCLE | 2,1,SQUARE",4.497698,4.800382,5,4,191,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180028__Bstart,,B,B,victory,9,"3,3,DIAMOND | 1,1,CIRCLE | 0,2,TRIANGLE | 3,0,TRIANGLE",8.479073,4.800556,4,5,134,191,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190027__Astart,,A,A,victory,9,"1,3,SQUARE | 2,1,DIAMOND | 0,0,DIAMOND | 3,2,TRIANGLE",5.281066,4.800533,5,4,188,134,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190028__Bstart,,B,B,victory,7,"2,0,TRIANGLE | 1,2,TRIANGLE | 0,1,DIAMOND | 2,3,CIRCLE",7.124673,3.600675,3,4,117,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200027__Astart,,A,A,victory,11,"1,1,CIRCLE | 3,0,TRIANGLE | 0,3,DIAMOND | 0,1,SQUARE",5.902680,6.000924,6,5,193,148,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9200028__Bstart,,B,B,victory,7,"0,2,DIAMOND | 1,1,CIRCLE | 2,3,CIRCLE | 2,0,DIAMOND",9.247632,3.608190,3,4,117,173,0,0,0,0,1,0
